CO_IES	NO_IES	SGL_IES	CO_MANTENEDORA	NO_MANTENEDORA	CO_CATEGORIA_ADMINISTRATIVA	CO_ORGANIZACAO_ACADEMICA	CO_MUNICIPIO_IES	NO_MUNICIPIO_IES	SGL_UF_IES	NO_REGIAO_IES	QT_TEC_TOTAL	QT_PERIODICO_ELETRONICO	QT_LIVRO_ELETRONICO	VL_RECEITA_PROPRIA	VL_TRANSFERENCIA	VL_OUTRA_RECEITA	VL_DES_PESSOAL_REM_DOCENTE	VL_DES_PESSOAL_REM_TECNICO	VL_DES_PESSOAL_ENCARGO	VL_DES_CUSTEIO	VL_DES_INVESTIMENTO	VL_DES_PESQUISA	VL_DES_OUTRAS
19500	Faculdade de Tecnologia de São Carlos	FATEC São Carlo	33	CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA	2	3	3548906	São Carlos	SP	Sudeste	10	0	0	0.00	611810322.98	0.00	334000594.37	56253652.90	112215396.21	50545439.80	57898033.93	897205.77	0.00
17952	Faculdade de Tecnologia de Jacareí	FATEC Jacareí	33	CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA	2	3	3524402	Jacareí	SP	Sudeste	7	0	0	0.00	611810322.98	0.00	334000594.37	56253652.90	112215396.21	50545439.80	57898033.93	897205.77	0.00
15697	Faculdade de Tecnologia de Araçatuba	FATEC Araçatuba	33	CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA	2	3	3502804	Araçatuba	SP	Sudeste	12	0	0	0.00	611810322.98	0.00	334000594.37	56253652.90	112215396.21	50545439.80	57898033.93	897205.77	0.00
19864	Faculdade de Tecnologia de Itapira	FATEC Itapira	33	CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA	2	3	3522604	Itapira	SP	Sudeste	13	0	0	611810322.98	0.00	0.00	334000594.37	56253652.90	112215396.21	50545439.80	57898033.93	897205.77	0.00
17977	Faculdade de Tecnologia de Itaquera	FATEC ITAQUERA	33	CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA	2	3	3550308	São Paulo	SP	Sudeste	14	0	0	0.00	611810322.98	0.00	334000594.37	56253652.90	112215396.21	50545439.80	57898033.93	897205.77	0.00
38	UNIVERSIDADE DO ESTADO DO PARÁ	UEPA	34	UNIVERSIDADE DO ESTADO DO PARA UEP	2	1	1501402	Belém	PA	Norte	1307	12	0	2134989.49	259874129.66	10010772.58	146469628.84	31479368.76	34942395.00	57574849.08	4598543.00	1496180.00	0.00
40	UNIVERSIDADE DO ESTADO DA BAHIA	UNEB	36	UNIVERSIDADE DO ESTADO DA BAHIA	2	1	2927408	Salvador	BA	Nordeste	1706	0	0	11876403.27	24568164.26	490235764.91	281195197.75	46195292.11	72709453.73	95535100.43	7534438.29	2730271.06	20780579.07
1126	UNIVERSIDADE ESTADUAL DO CENTRO OESTE	UNICENTRO	37	SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI	2	1	4109401	Guarapuava	PR	Sul	400	5	600	12563444.28	197992687.36	0.00	137798185.60	31220777.33	20442276.01	17391029.32	1088832.62	0.00	0.00
9	UNIVERSIDADE ESTADUAL DE LONDRINA	UEL	37	SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI	2	1	4113700	Londrina	PR	Sul	1592	0	2521	32468352.00	734214524.00	50437698.00	250611229.00	356309664.00	133066706.00	116780479.00	8782466.00	6569141.00	0.00
57	UNIVERSIDADE ESTADUAL DE MARINGÁ	UEM	37	SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI	2	1	4115200	Maringá	PR	Sul	1636	37000	305	41165881.79	546861815.07	2967637.59	272424161.57	181616107.72	49649026.12	52779809.68	9426594.37	128613.19	5222367.50
730	UNIVERSIDADE ESTADUAL DE PONTA GROSSA	UEPG	37	SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI	2	1	4119905	Ponta Grossa	PR	Sul	775	350	2596	243812571.11	10528256.48	0.00	147480194.96	68489013.10	22929480.19	14311783.97	5740554.47	21111864.20	0.00
18492	Universidade Estadual do Paraná	UNESPAR	37	SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI	2	1	4118204	Paranaguá	PR	Sul	153	0	0	2007343.84	333802295.94	1337560.90	114710113.16	13715897.99	16621191.19	16530542.55	533316.60	0.00	0.00
43	FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA	UDESC	39	FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC	2	1	4205407	Florianópolis	SC	Sul	760	222	7166	3631967.85	350703965.89	1923231.64	154650318.17	69480577.73	48902951.20	61918558.41	15663179.08	4733633.15	0.00
1869	CENTRO UNIVERSITÁRIO DE ITAJUBÁ	FEPI	40	FUNDACAO DE ENSINO E PESQUISA DE ITAJUBA	5	2	3132404	Itajubá	MG	Sudeste	158	4	5	38100834.66	188522.50	4467208.63	8092376.75	5238726.90	8978056.44	8276356.22	1455015.67	222441.16	5398918.67
47	UNIVERSIDADE ESTADUAL DE GOIÁS	UEG	42	UNIVERSIDADE ESTADUAL DE GOIAS	2	1	5201108	Anápolis	GO	Centro-Oeste	1422	1	3130	40753183.28	201142201.72	2233281.61	133037226.63	40436563.19	35286962.20	43387923.48	13527725.21	6124746.40	0.00
149	FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO	FAMERP	46	ESTADO DE SAO PAULO	2	3	3549805	São José do Rio Preto	SP	Sudeste	210	0	0	1608494.19	27163855.81	0.00	35171420.85	15577358.96	14453216.32	5605072.41	4499770.06	0.00	0.00
54	UNIVERSIDADE ESTADUAL DE CAMPINAS	UNICAMP	46	ESTADO DE SAO PAULO	2	1	3509502	Campinas	SP	Sudeste	4260	3439	279527	0.00	1321081906.33	833458.92	738164735.00	322091279.00	153928611.00	93975361.83	7386405.22	6368973.20	0.00
56	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO	UNESP	46	ESTADO DE SAO PAULO	2	1	3550308	São Paulo	SP	Sudeste	6445	37793	314198	512024523.00	2177114775.00	12998574.00	1291705306.00	600322988.00	298755546.00	280465268.00	49239623.00	175320812.00	6328329.00
58	FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO	FDSBC	48	PREFEITURA DO MUNICIPIO DE SAO BERNARDO DO CAMPO	3	3	3548708	São Bernardo do Campo	SP	Sudeste	121	30	0	36116439.90	0.00	0.00	8657772.34	7698631.72	3836510.27	5797890.70	176144.89	0.00	166983.30
59	FACULDADE DE DIREITO DE FRANCA	FDF	49	FACULDADE DE DIREITO DE FRANCA	7	3	3516200	Franca	SP	Sudeste	23	28	450	16438934.36	35689.50	849784.90	4597812.56	1625527.83	1774623.22	3416980.08	1446879.10	114609.00	0.00
1870	FACULDADES INTEGRADAS REGIONAIS DE AVARÉ	FIRA	50	FUNDACAO REGIONAL EDUCACIONAL DE AVARE	3	3	3504503	Avaré	SP	Sudeste	45	0	0	8638453.71	825111.50	122627.98	3796094.03	1713745.89	1483962.30	2650663.30	346832.80	0.00	1357600.00
3641	CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS	UNIFEB	51	FUNDACAO EDUCACIONAL DE BARRETOS	5	2	3505500	Barretos	SP	Sudeste	96	391	0	56510339.49	0.00	0.00	15321463.54	3880126.97	15063597.30	9126635.38	162271.56	0.00	3584285.20
67	ESCOLA DE ENGENHARIA DE PIRACICABA	EEP/FUMEP	52	FUNDACAO MUNICIPAL DE ENSINO DE PIRACICABA	3	3	3538709	Piracicaba	SP	Sudeste	77	20	5241	24593904.20	0.00	4396800.37	9766481.79	5913486.28	4401259.89	7860120.87	813778.89	0.00	0.00
68	FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS	FAFIPE	53	FUNDACAO EDUCACIONAL DE PENAPOLIS	5	3	3537305	Penápolis	SP	Sudeste	26	0	0	3063200.15	0.00	444024.44	1405259.77	695354.49	684047.47	763442.44	0.00	0.00	304240.90
71	UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE	UERN	55	UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE - UERN	2	1	2408003	Mossoró	RN	Nordeste	611	0	0	5966780.69	268573752.34	498055.72	99968998.78	36472655.46	36646028.89	21153952.41	5614275.66	2359139.80	0.00
72	FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL	FAMASUL	56	AUTARQUIA EDUCACIONAL DA MATA SUL	3	3	2610004	Palmares	PE	Nordeste	52	0	0	2620393.74	0.00	371214.84	1241204.02	1005600.31	221048.61	10285.25	102017.17	0.00	0.00
4356	FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES	FACIP	56	AUTARQUIA EDUCACIONAL DA MATA SUL	3	3	2610004	Palmares	PE	Nordeste	4	0	0	278731.52	0.00	92803.81	111885.70	85511.36	3759.55	209.75	0.00	0.00	0.00
4858	ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE	ESSA	57	AUTARQUIA DE ENSINO SUPERIOR DE ARCOVERDE	3	3	2601201	Arcoverde	PE	Nordeste	58	0	0	5472573.71	1772030.00	2746.90	5676531.50	683232.20	1302382.88	997577.52	23149.90	0.00	87956.43
73	CENTRO DE ENSINO SUPERIOR DE ARCOVERDE	CESA	57	AUTARQUIA DE ENSINO SUPERIOR DE ARCOVERDE	3	3	2601201	Arcoverde	PE	Nordeste	58	0	0	5472573.71	1772030.00	2746.90	5676531.50	683232.20	1302382.88	997577.52	23149.90	0.00	87956.43
74	FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO	FFCL	58	SAO JOSE DO RIO PARDO PREFEITURA	3	3	3549706	São José do Rio Pardo	SP	Sudeste	53	0	0	881863.82	2151704.28	36709.77	1336129.03	954082.54	774318.06	679676.93	26172.14	0.00	60000.00
76	UNIVERSIDADE REGIONAL DE BLUMENAU	FURB	60	FUNDACAO UNIVERSIDADE REGIONAL DE BLUMENAU	7	1	4202404	Blumenau	SC	Sul	577	38213	9	145630172.58	10596988.39	30388215.13	68848088.10	37661205.26	24064080.85	28838240.35	5656827.81	10737484.69	3646172.79
77	FACULDADE DA REGIÃO DOS LAGOS	FERLAGOS	61	FUNDACAO EDUCACIONAL DA REGIAO DOS LAGOS	5	3	3300704	Cabo Frio	RJ	Sudeste	20	203	0	4141970.54	0.00	149192.85	929387.82	565575.97	482585.68	0.00	1840278.68	0.00	177076.01
78	FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE	FAFIA	62	PREFEITURA MUNICIPAL DE ALEGRE	3	3	3200201	Alegre	ES	Sudeste	18	3000	0	1782351.28	0.00	0.00	1039903.64	291130.10	258980.30	267181.18	377.60	0.00	0.00
79	INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA	IMES CATANDUVA	63	INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA	7	3	3511102	Catanduva	SP	Sudeste	31	0	0	6999554.50	0.00	0.00	3688383.77	1152919.02	1659279.07	907576.09	18850.16	0.00	442481.97
80	CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ	UNIDAVI	64	FUNDACAO UNIVERSIDADE PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAI - UNIDAVI -	7	2	4214805	Rio do Sul	SC	Sul	141	2129	0	36670984.65	3161838.47	7436928.39	8662116.63	5634231.47	11298679.83	8036604.32	647738.85	1592612.34	11144767.44
81	UNIVERSIDADE DA REGIÃO DE JOINVILLE	UNIVILLE	65	FUNDACAO EDUCACIONAL DA REGIAO DE JOINVILLE	5	1	4209102	Joinville	SC	Sul	436	0	8675	136723852.67	6075339.00	7103074.95	32288954.37	18972889.47	21885321.02	40179795.73	2131345.46	2516352.50	1313519.19
82	UNIVERSIDADE DO OESTE DE SANTA CATARINA	UNOESC	66	FUNDACAO UNIVERSIDADE DO OESTE DE SANTA CATARINA	5	1	4209003	Joaçaba	SC	Sul	653	1335	1800	258290794.67	711487.88	22289638.89	94886670.16	49572505.00	20608848.84	56945721.68	25514629.09	3382996.68	43278536.41
83	UNIVERSIDADE DO VALE DO ITAJAÍ	UNIVALI	67	FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI	5	1	4208203	Itajaí	SC	Sul	1115	2	268	449266707.81	0.00	7678079.53	134387009.14	24344291.85	62899913.36	95856419.03	4836873.10	0.00	109119063.10
84	FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ	FAFIMA	68	FUNDACAO EDUCACIONAL LUIZ REID	5	3	3302403	Macaé	RJ	Sudeste	27	0	0	2867625.87	0.00	697800.68	1324225.79	435786.90	904618.00	0.00	0.00	0.00	594369.09
5671	CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA		69	FUNDACAO EDUCACIONAL E CULTURAL SAO JOSE	5	2	3302205	Itaperuna	RJ	Sudeste	39	384	8780	6801112.00	0.00	229736.00	2963508.00	902775.00	1342556.00	849263.00	85679.00	0.00	1734504.00
87	CENTRO UNIVERSITÁRIO DE BRUSQUE	UNIFEBE	70	FUNDACAO EDUCACIONAL DE BRUSQUE FEBE	5	2	4202909	Brusque	SC	Sul	119	9	6000	30199230.87	256678.24	740336.92	10074105.61	4209423.89	9416489.37	8762538.77	3584166.55	259658.21	0.00
5228	FACULDADE RAIMUNDO MARINHO	FRM	71	FUNDACAO EDUCACIONAL DO BAIXO SAO FRANCISCO DR. RAIMUNDO MARINHO	5	3	2704302	Maceió	AL	Nordeste	14	61	0	2401896.69	0.00	0.00	1711099.36	573958.17	456915.80	0.00	903814.70	0.00	0.00
18874	FACULDADE RAIMUNDO MARINHO DE PENEDO		71	FUNDACAO EDUCACIONAL DO BAIXO SAO FRANCISCO DR. RAIMUNDO MARINHO	5	3	2706703	Penedo	AL	Nordeste	16	33	0	1711999.61	0.00	49431.80	890526.09	458739.40	0.00	123681.18	0.00	0.00	42630.50
3974	UNIVERSIDADE DE RIO VERDE	FESURV	73	FESURV - UNIVERSIDADE DE RIO VERDE	7	1	5218805	Rio Verde	GO	Centro-Oeste	443	0	0	120457267.78	13156512.20	311920.63	36003680.96	24002453.98	14136075.71	8017691.02	9040805.44	7494145.91	10321590.95
93	FACULDADE DE MEDICINA DE JUNDIAÍ	FMJ	74	PREFEITURA DO MUNICIPIO DE JUNDIAI	3	3	3525904	Jundiaí	SP	Sudeste	79	0	0	31254936.06	0.00	1116246.04	9451374.64	4915434.16	5446463.81	5242267.62	2594799.08	0.00	0.00
94	ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ	ESEFJ	74	PREFEITURA DO MUNICIPIO DE JUNDIAI	3	3	3525904	Jundiaí	SP	Sudeste	41	1	0	7484266.91	420813.63	0.00	3187395.44	1724667.86	1291271.53	1004352.22	172128.10	0.00	0.00
95	UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ	UVA	75	UNIVERSIDADE ESTADUAL VALE DO ACARAU	2	1	2312908	Sobral	CE	Nordeste	205	7	5	1806928.15	70451532.18	641152.79	44875416.82	3121448.82	10168292.96	10561166.75	1411959.88	0.00	0.00
3972	CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO	CESEP	76	FUNDACAO EDUCACIONAL DE MACHADO	5	3	3139003	Machado	MG	Sudeste	20	148	0	2758388.65	0.00	90288.20	846643.00	368270.18	297388.06	850820.30	0.00	90580.15	242388.20
3488	Centro de Ensino Superior de Conselheiro Lafaiete	CES-CL	77	FUNDACAO MUNICIPAL DE ENSINO SUPERIOR DE CONS LAFAIETE	3	3	3118304	Conselheiro Lafaiete	MG	Sudeste	25	0	4873	4071183.00	0.00	165351.00	1703812.00	778223.00	426916.00	824385.00	300422.00	35736.00	12431.00
99	FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE	FDCL	77	FUNDACAO MUNICIPAL DE ENSINO SUPERIOR DE CONS LAFAIETE	5	3	3118304	Conselheiro Lafaiete	MG	Sudeste	75	51	497	6985472.84	0.00	247188.20	3045754.79	2417031.90	3034422.80	297691.07	91488.96	75384.44	73531.17
1575	CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ	UNIARAXÁ	78	FUNDACAO CULTURAL DE ARAXA	5	2	3104007	Araxá	MG	Sudeste	122	2500	4837	28205162.99	361177.22	839969.66	8506593.26	4608115.06	5847594.29	4255058.18	2515939.75	367805.00	3305204.33
107	UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI	UFSJ	81	UNIVERSIDADE FEDERAL DE SAO JOAO DEL-REI	1	1	3162500	São João del Rei	MG	Sudeste	552	0	0	432652.76	2342.52	287658348.98	111455673.92	39160101.65	29165021.91	64693859.59	19217509.52	505432.36	23895745.31
1623	FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA	FCAA	82	FUNDACAO EDUCACIONAL DE ANDRADINA	5	3	3502101	Andradina	SP	Sudeste	9	0	0	3651816.81	0.00	78530.84	1155193.64	367464.01	104495.61	66476.28	0.00	0.00	29326.59
1844	FACULDADES INTEGRADAS STELLA MARIS DE ANDRADINA	FISMA	82	FUNDACAO EDUCACIONAL DE ANDRADINA	5	3	3502101	Andradina	SP	Sudeste	9	0	0	2299242.34	0.00	49444.27	889774.70	231361.22	127731.68	41861.86	0.00	0.00	517274.74
109	FACULDADES INTEGRADAS RUI BARBOSA	FIRB	83	SOCIEDADE CULTURAL DE ANDRADINA LTDA - SOCAN	4	3	3502101	Andradina	SP	Sudeste	11	1	0	6545816.93	0.00	36573.92	1970150.91	549223.65	384511.83	639949.49	557148.26	0.00	2170886.97
4962	CENTRO UNIVERSITÁRIO DE SETE LAGOAS	UNIFEMM	84	FUNDACAO EDUCACIONAL MONSENHOR MESSIAS	5	2	3167202	Sete Lagoas	MG	Sudeste	232	37	3500	50348398.18	24725.89	2009486.08	8664726.86	12206775.00	7830694.00	6616430.00	391581.00	41091.96	16126080.72
1418	CENTRO UNIVERSITÁRIO TOLEDO	UNITOLEDO	85	SOCIEDADE DE ENSINO SUPERIOR TOLEDO LTDA.	4	2	3502804	Araçatuba	SP	Sudeste	161	329	0	31628595.07	0.00	4669176.55	10466740.42	3960938.54	5890903.80	5918271.37	2208575.31	1085588.62	3757158.75
1569	FACULDADES INTEGRADAS DE ARARAQUARA	FIAR	87	ASSOCIACAO ESCOLA DE AGRIMENSURA DE ARARAQUARA	5	3	3503208	Araraquara	SP	Sudeste	24	6	141	11864061.11	0.00	914820.56	1703144.79	431400.22	1366802.19	805096.62	0.00	0.00	406453.41
124	UNIVERSIDADE DE ARARAQUARA	UNIARA	88	ASSOCIACAO SAO BENTO DE ENSINO	5	1	3503208	Araraquara	SP	Sudeste	308	31	0	73955000.09	0.00	24000.00	28951746.60	11444102.09	16225436.55	12611158.01	987472.19	135519.20	2136429.81
125	CENTRO UNIVERSITÁRIO DE ARARAS -	UNAR	89	ASSOCIACAO EDUCACIONAL DE ARARAS	5	2	3503307	Araras	SP	Sudeste	94	81	121	14078394.11	0.00	66848.84	1308000.00	993000.00	1364262.90	4243572.60	1414324.00	141452.42	3536000.00
126	INSTITUTO NACIONAL DE TELECOMUNICAÇÕES	INATEL	90	FUNDACAO INSTITUTO NACIONAL DE TELECOMUNICACOES	5	3	3159605	Santa Rita do Sapucaí	MG	Sudeste	442	1000000	0	82328493.45	0.00	17876228.78	10892268.03	8068346.68	6768579.35	28721394.50	2089777.76	1046094.81	38320341.83
5312	FACULDADES ATIBAIA	FAAT	91	INSTITUICAO EDUCACIONAL ATIBAIENSE LIMITADA	4	3	3504107	Atibaia	SP	Sudeste	41	77	58	21361317.78	31331.00	3055717.85	6795369.42	3598490.00	2884385.28	3489756.52	1961743.92	620129.65	2803174.00
5394	INSTITUTO DE ENSINO SUPERIOR INTEGRADO-IESI	FENORD	92	FUNDACAO EDUCACIONAL NORDESTE MINEIRO	5	3	3168606	Teófilo Otoni	MG	Sudeste	38	78	0	3486406.64	0.00	265379.42	912583.76	891892.29	1320185.92	496742.22	40873.05	378842.44	0.00
1622	FACULDADE DO INTERIOR PAULISTA	FIP	93	FUNDACAO BARRA BONITA DE ENSINO	5	3	3505302	Barra Bonita	SP	Sudeste	11	0	0	521285.80	0.00	8180.19	490078.69	99016.21	31207.11	0.00	0.00	0.00	143239.50
131	FACULDADE DE EDUCAÇÃO FÍSICA DE BARRA BONITA	FAEFI	93	FUNDACAO BARRA BONITA DE ENSINO	5	3	3505302	Barra Bonita	SP	Sudeste	11	0	0	528223.71	0.00	8289.06	381270.04	100334.04	29759.30	0.00	0.00	0.00	145145.91
2575	FACULDADES INTEGRADAS SOARES DE OLIVEIRA	FISO	94	ASSOCIACAO CULTURAL E EDUCACIONAL DE BARRETOS - ACEB	5	3	3505500	Barretos	SP	Sudeste	13	4	4	185000.00	15000.00	24580.00	109200.00	166400.00	46150.00	7500.00	10000.00	10800.00	2000.00
2774	Centro Universitário UNIFAFIBE	FAFIBE	96	ASSOCIACAO DE EDUCACAO E CULTURA DO NORTE PAULISTA	5	2	3506102	Bebedouro	SP	Sudeste	121	16	1	35517341.00	0.00	2777449.00	7600849.00	2895263.00	7760463.00	9827136.00	3678028.00	267648.00	3442.00
137	UNIVERSIDADE DO SAGRADO CORAÇÃO	USC	97	INSTITUTO DAS APOSTOLAS DO SAGRADO CORACAO DE JESUS	5	1	3506003	Bauru	SP	Sudeste	225	0	0	83363255.37	34993.72	8769799.44	23554545.44	10536806.99	3210603.82	35354889.38	3140516.53	73307.94	14758567.49
138	CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ	CBM	98	ORGANIZACAO EDUCACIONAL BARAO DE MAUA	5	2	3543402	Ribeirão Preto	SP	Sudeste	371	764	154	85323710.80	143610.76	1011175.73	19737067.67	10665925.17	18541836.86	31831228.30	929691.78	0.00	5264651.68
4166	CENTRO DE ENSINO SUPERIOR DE UBERABA	CESUBE	99	ASSOCIACAO COMERCIAL, INDUSTRIAL E DE SERVICOS DE UBERABA - ACIU	5	3	3170107	Uberaba	MG	Sudeste	36	0	0	1821979.53	3932332.44	0.00	1509365.10	617784.96	740248.20	554400.00	0.00	0.00	1002894.73
140	UNIVERSIDADE SEVERINO SOMBRA	USS	100	FUNDACAO EDUCACIONAL SEVERINO SOMBRA	5	1	3306206	Vassouras	RJ	Sudeste	1024	59	1216	72005003.24	0.00	50127003.95	17328322.65	42063276.37	5902364.83	31473297.94	3459609.37	54000.00	5247287.64
141	FACULDADE DE DIREITO DE VARGINHA - FADIVA	FADIVA	101	FUNDACAO EDUCACIONAL DE VARGINHA	5	3	3170701	Varginha	MG	Sudeste	42	698	62	10216642.96	0.00	96769.76	4875393.39	1.00	1789607.08	3376825.84	136822.43	0.00	0.00
143	UNIVERSIDADE DE UBERABA	UNIUBE	103	SOCIEDADE EDUCACIONAL UBERABENSE	5	1	3170107	Uberaba	MG	Sudeste	1300	35	5424	272786596.36	0.00	68752853.75	61152321.50	67217993.65	9535095.86	193757478.87	1881026.30	0.00	0.00
144	FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA	FACHO	104	ASSOCIACAO INSTRUTORA MISSIONARIA	5	3	2609600	Olinda	PE	Nordeste	42	0	5215	7926818.83	0.00	0.00	3781790.62	1222451.21	495953.62	2101321.28	0.00	9163.00	228670.50
1129	CENTRO UNIVERSITÁRIO DO NORTE PAULISTA	UNORP	107	SOCIEDADE ASSISTENCIAL DE EDUCACAO E CULTURA	5	2	3549805	São José do Rio Preto	SP	Sudeste	114	4205	0	15108098.14	0.00	0.00	4829710.11	3648359.89	2709024.42	2520411.64	0.00	0.00	2857388.27
150	UNIVERSIDADE DE SOROCABA	UNISO	109	FUNDACAO DOM AGUIRRE	5	1	3552205	Sorocaba	SP	Sudeste	277	2144	11685	101433714.57	0.00	11651765.36	40768105.69	10935262.34	10301588.55	28571838.86	2789860.94	0.00	6289774.09
151	ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO	FGV-EAESP	110	FUNDACAO GETULIO VARGAS	5	3	3550308	São Paulo	SP	Sudeste	93	55	190	117658617.01	0.00	13608346.63	39803513.93	12718630.60	24647499.89	0.00	0.00	3722173.53	46325913.03
1851	ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS	EBAPE	110	FUNDACAO GETULIO VARGAS	5	3	3304557	Rio de Janeiro	RJ	Sudeste	51	164	271	13018672.24	0.00	1338127.56	3139670.55	1520489.90	1875576.54	1918281.71	12150.13	0.00	3338095.61
2128	Escola de Direito de São Paulo - FGV DIREITO SP	FGV DIREITO SP	110	FUNDACAO GETULIO VARGAS	5	3	3550308	São Paulo	SP	Sudeste	66	55	190	19400503.58	1479529.36	30391755.79	14502628.04	10501238.65	9184493.89	13527605.69	175240.38	3380582.08	0.00
2126	ESCOLA DE DIREITO DO RIO DE JANEIRO	DIREITO RIO	110	FUNDACAO GETULIO VARGAS	5	3	3304557	Rio de Janeiro	RJ	Sudeste	42	164	271	15446201.00	337016.00	3752242.00	2326908.00	789618.00	1987140.00	5401953.00	9009659.00	7093.00	13088.00
13695	ESCOLA DE MATEMÁTICA APLICADA	EMAp-FGV	110	FUNDACAO GETULIO VARGAS	5	3	3304557	Rio de Janeiro	RJ	Sudeste	40	164	271	236006.71	0.00	2026.77	4811973.73	229689.06	2148031.83	171134.77	0.00	161303.85	8489.05
3614	ESCOLA SUPERIOR DE CIÊNCIAS SOCIAIS	FGV	110	FUNDACAO GETULIO VARGAS	5	3	3304557	Rio de Janeiro	RJ	Sudeste	62	164	271	598798.30	0.00	0.00	2627997.10	412844.50	3028223.73	15565.50	3077.96	37229.41	0.00
2129	ESCOLA DE ECONOMIA DE SÃO PAULO	EESP	110	FUNDACAO GETULIO VARGAS	5	3	3550308	São Paulo	SP	Sudeste	26	55	190	34392091.23	5306742.75	1969354.48	13829867.78	2009505.36	7225525.50	11015059.65	1462.00	7586768.17	0.00
2591	ESCOLA BRASILEIRA DE ECONOMIA E FINANÇAS	EBEF	110	FUNDACAO GETULIO VARGAS	5	3	3304557	Rio de Janeiro	RJ	Sudeste	33	164	271	33510251.00	0.00	0.00	9166747.00	3859739.00	8762946.00	9694256.00	6668.00	1117736.00	0.00
152	FACULDADE DE CIÊNCIAS CONTÁBEIS	FACIC	111	FUNDACAO VISCONDE DE CAIRU	5	3	2927408	Salvador	BA	Nordeste	72	205	250	23073785.91	0.00	0.00	4018802.38	2032526.38	2980263.62	0.00	980000.00	150000.00	7022836.52
1363	FACULDADE VISCONDE DE CAIRÚ	FAVIC	111	FUNDACAO VISCONDE DE CAIRU	5	3	2927408	Salvador	BA	Nordeste	72	205	250	23073785.91	0.00	0.00	4018802.38	2032526.38	2980263.62	0.00	0.00	0.00	7022836.52
1036	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	UEMG	112	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	2	1	3106200	Belo Horizonte	MG	Sudeste	2277	37	0	703000.00	287090067.00	10987.00	86597203.64	8789360.57	45066055.36	37283650.96	23091336.87	3120703.34	2332608.08
1557	UNIVERSIDADE FUMEC	FUMEC	113	FUNDACAO MINEIRA DE EDUCACAO E CULTURA	5	1	3106200	Belo Horizonte	MG	Sudeste	534	6117	13075	174729134.00	0.00	13208667.00	89965589.00	24866361.00	40942181.00	27864319.82	894013.81	1621418.19	12597104.55
